idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,num_ingredients,instruction_length,num_measurements,preparation_complexity,ingredient_complexity,instruction_complexity,tool_complexity,glass_type_complexity
11005,Dry Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,,3,30,3,2,2,2,2,1
11324,Dry Rob Roy,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,,3,25,3,2,2,2,2,1
14466,Dirty Nipple,Shot,Alcoholic,Shot glass,This is a layered shot - the Bailey's must be on top,Kahlua,Sambuca,Baileys irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,1,2,1,1,1
17181,Dirty Martini,Cocktail,Alcoholic,Cocktail glass,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",Vodka,Dry Vermouth,Olive Brine,Lemon,Olive,,,,,,,,,,,70ml/2fl oz,1 tbsp,2 tbsp,1 wedge,1,,,,,,,,,,,5,65,5,2,2,2,1,1
14482,Darkwood Sling,Soft Drink,Alcoholic,Cocktail glass,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",Cherry Heering,Soda water,Orange juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ,cubes,,,,,,,,,,,,4,50,4,0,2,2,1,1
17211,Dark and Stormy,Ordinary Drink,Alcoholic,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Dark Rum,Ginger Beer,,,,,,,,,,,,,,5 cl,10 cl,,,,,,,,,,,,,,2,20,2,0,1,1,1,1
17177,Dark Caipirinha,Cocktail,Alcoholic,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",demerara Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp ,1,2 1/2 oz,,,,,,,,,,,,,3,25,3,2,2,3,2,1
17182,Duchamp's Punch,Cocktail,Alcoholic,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,,,,,,5 cl,2.5 cl,2.5 cl,1.5 cl,2 Dashes,Pinch,2 sprigs,,,,,,,,,7,23,7,2,5,3,3,2
13194,Damned if you do,Shot,Alcoholic,Shot glass,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,Whiskey,Hot Damn,,,,,,,,,,,,,,0.75 oz ,0.25 oz ,,,,,,,,,,,,,,2,11,2,0,2,1,0,1
11326,Dubonnet Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,1 dash ,1 twist of ,,,,,,,,,,,,4,22,4,2,3,2,2,1
12736,Drinking Chocolate,Cocoa,Non alcoholic,Coffee mug,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",Heavy cream,Milk,Cinnamon,Vanilla,Chocolate,Whipped cream,,,,,,,,,,2 oz ,6-8 oz ,1 stick ,1 ,2 oz finely chopped dark ,Fresh ,,,,,,,,,,6,82,6,0,3,2,2,1
178334,Death in the Afternoon,Cocktail,Alcoholic,Margarita glass,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",Absinthe,Champagne,,,,,,,,,,,,,,2 shots,Top,,,,,,,,,,,,,,2,23,2,0,2,1,1,2
12668,Egg Cream,Other / Unknown,Non alcoholic,Coffee mug,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",Chocolate syrup,Milk,Soda water,,,,,,,,,,,,,2 tblsp ,6 oz whole ,6 oz ,,,,,,,,,,,,,3,15,3,0,2,1,1,1
12910,Egg Nog #4,Punch / Party Drink,Optional alcohol,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",Egg yolk,Sugar,Milk,Light rum,Bourbon,Vanilla extract,Salt,Whipping cream,Egg white,Sugar,Nutmeg,,,,,6 ,1/4 cup ,2 cups ,1/2 cup ,1/2 cup ,1 tsp ,1/4 tsp ,1 cup ,6 ,1/4 cup ,Ground ,,,,,11,110,11,2,6,4,5,2
11338,English Highball,Ordinary Drink,Alcoholic,Highball glass,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,,,,,,,,,,,,,5,36,3,1,4,2,2,1
17212,Espresso Martini,Cocktail,Alcoholic,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",Vodka,Kahlua,Sugar syrup,,,,,,,,,,,,,5 cl,1 cl,1 dash,,,,,,,,,,,,,3,15,3,2,2,2,2,1
178309,Espresso Rumtini,Cocktail,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,Rum,Vanilla syrup,Espresso,Coffee,,,,,,,,,,,,1 shot,1/2 shot,1 shot,1 shot,,,,,,,,,,,,4,14,4,0,2,1,1,1
12916,Egg Nog - Healthy,Punch / Party Drink,Optional alcohol,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",Egg,Sugar,Condensed milk,Milk,Vanilla extract,Rum,Nutmeg,,,,,,,,,1/2 cup ,3 tblsp ,13 oz skimmed ,3/4 cup skimmed ,1 tsp ,1 tsp ,"
","
","
","
","
","
",,,,7,27,12,0,3,2,2,1
11339,English Rose Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,,,,,,,,,,3/4 oz ,1 1/2 oz ,3/4 oz ,1 tsp ,1/4 tsp ,1 ,,,,,,,,,,6,34,6,2,4,3,2,1
178346,Elderflower Caipirinha,Cocktail,Alcoholic,Collins glass,Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!,Cachaca,Lime,Elderflower cordial,,,,,,,,,,,,,60 ml,1,3 cl,,,,,,,,,,,,,3,33,3,2,2,2,2,1
12914,Egg-Nog - Classic Cooked,Punch / Party Drink,Optional alcohol,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Egg,Sugar,Salt,Milk,Vanilla extract,,,,,,,,,,,6 ,1/4 cup ,1/4 tsp ,1 qt ,1 tsp ,,,,,,,,,,,5,118,5,1,3,2,2,1
17246,Empellón Cocina's Fat-Washed Mezcal,Cocktail,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",Mezcal,Chocolate liqueur,Coffee liqueur,,,,,,,,,,,,,2 oz,3/4 oz,1/2 oz,,,,,,,,,,,,,3,459,3,4,6,6,5,2
178352,Frosé,Cocktail,Alcoholic,Cocktail glass,"Step 1
Pour rosé into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.

Step 2
Meanwhile, bring sugar and ½ cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.

Step 3
Scrape rosé into a blender. Add lemon juice, 3½ ounces strawberry syrup, and 1 cup crushed ice and purée until smooth. Transfer blender jar to freezer and freeze until frosé is thickened (aim for milkshake consistency), 25–35 minutes.

Step 4
Blend again until frosé is slushy. Divide among glasses.

Step 5
Do Ahead: Rosé can be frozen 1 week ahead.",Rose,Sugar,Strawberries,Lemon Juice,,,,,,,,,,,,750 ml,1/2 cup,8 oz,2-3 oz,,,,,,,,,,,,4,150,4,4,4,5,3,2
12768,Frappé,Coffee / Tea,Non alcoholic,Highball Glass,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Coffee,Milk,Sugar,,,,,,,,,,,,,1/2 cup black ,1/2 cup ,1-2 tsp ,,,,,,,,,,,,,3,101,3,1,1,2,2,1
11375,Foxy Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Amaretto,Creme de Cacao,Light cream,,,,,,,,,,,,,1/2 oz ,1/2 oz ,2 oz ,,,,,,,,,,,,,3,13,3,2,3,2,2,2
17197,French 75,Ordinary Drink,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,,,,,,,,,,1 1/2 oz ,2 tsp superfine ,1 1/2 oz ,4 oz Chilled ,1 ,1 ,,,,,,,,,,6,28,6,3,5,4,3,2
178344,Figgy Thyme,Cocktail,Alcoholic,Highball glass,"In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme.",Vodka,Honey,Figs,Thyme,Angostura Bitters,Tonic Water,,,,,,,,,,2 oz,1 tsp,3,1 Sprig,2 dashes,Top,,,,,,,,,,6,65,6,3,6,4,3,2
11382,Frisco Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,,,,,,,,,,2 oz ,1/2 oz ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,,,,,,,,,,6,28,6,2,3,3,2,1
12674,Fruit Shake,Other / Unknown,Non alcoholic,Highball Glass,Blend til smooth.,Yoghurt,Banana,Orange juice,Fruit,Ice,,,,,,,,,,,1 cup fruit ,1 ,4 oz frozen ,1/2 piece textural ,6 ,,,,,,,,,,,5,3,5,1,2,1,1,1
12670,Fruit Cooler,Other / Unknown,Non alcoholic,Highball Glass,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",Apple juice,Strawberries,Sugar,Lemon,Apple,Soda water,Ice,,,,,,,,,1 can frozen ,1 cup ,2 tblsp ,1 ,1 ,1 L ,,,,,,,,,,7,50,6,0,2,1,1,0
14688,Freddy Kruger,Shot,Alcoholic,Shot glass,make it an ample size shot!!,Jägermeister,Sambuca,Vodka,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,,,,,,,,,,,,,3,6,3,0,2,1,1,1
178328,Funk and Soul,Cocktail,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,,,,,,,,,,2 shots,1 shot,1 shot,Juice of 1/2,Top,,,,,,,,,,,5,20,5,1,3,2,1,1
15743,Fuzzy Asshole,Coffee / Tea,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,Coffee,Peach schnapps,,,,,,,,,,,,,,1/2 ,1/2 ,,,,,,,,,,,,,,2,20,2,1,2,2,1,1
17213,French Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Vodka,Raspberry Liqueur,pineapple juice,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,,3,25,3,2,2,2,1,1
17248,French Negroni,Cocktail,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",Gin,Lillet,Sweet Vermouth,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 oz,1,,,,,,,,,,,,4,39,4,3,3,2,2,3
13070,Fahrenheit 5000,Shot,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,Firewater,Absolut Peppar,Tabasco sauce,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 dash ,,,,,,,,,,,,,3,18,3,0,4,2,1,1
11368,Flying Dutchman,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Gin,Triple sec,,,,,,,,,,,,,,2 oz ,1/2 oz ,,,,,,,,,,,,,,2,17,2,1,2,1,1,1
11387,Frozen Daiquiri,Ordinary Drink,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 1/2 oz ,1 tsp ,1 ,1 cup crushed ,,,,,,,,,,6,40,6,1,2,3,4,2
12672,Fruit Flip-Flop,Other / Unknown,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Yoghurt,Fruit juice,,,,,,,,,,,,,,1 cup ,1 cup ,,,,,,,,,,,,,,2,30,2,1,2,1,1,1
11369,Flying Scotchman,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,,4,12,4,2,3,2,2,2
17198,French Connection,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Cognac,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,2,14,2,1,2,1,1,1
13202,Flaming Dr. Pepper,Shot,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz ,,,,,,,,,,,5,12,5,0,3,2,4,2
16485,Flaming Lamborghini,Cocktail,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Kahlua,Sambuca,Blue Curacao,Baileys irish cream,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,4,85,4,0,4,6,5,3
13675,Flander's Flake-Out,Ordinary Drink,Alcoholic,Collins Glass,Bang 'em both in.,Sambuca,Sarsaparilla,,,,,,,,,,,,,,1/4 glass ,3/4 glass ,,,,,,,,,,,,,,2,4,2,0,2,0,0,2
11390,Frozen Mint Daiquiri,Ordinary Drink,Alcoholic,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Light rum,Lime juice,Mint,Sugar,,,,,,,,,,,,2 oz ,1 tblsp ,6 ,1 tsp ,,,,,,,,,,,,4,31,4,1,2,2,4,1
11391,Frozen Pineapple Daiquiri,Ordinary Drink,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Light rum,Pineapple,Lime juice,Sugar,,,,,,,,,,,,1 1/2 oz ,4 chunks ,1 tblsp ,1/2 tsp ,,,,,,,,,,,,4,31,4,1,3,2,4,1
15997,GG,Ordinary Drink,Optional alcohol,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Galliano,Ginger ale,Ice,,,,,,,,,,,,,2 1/2 shots ,,,,,,,,,,,,,,,3,30,1,0,1,1,1,1
17255,Gimlet,Cocktail,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",Gin,Lime Juice,Sugar Syrup,Lime,,,,,,,,,,,,2 1/2 oz,1/2 oz,1/2 oz,1,,,,,,,,,,,,4,33,4,2,2,2,1,3
11422,Godchild,Ordinary Drink,Alcoholic,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",Vodka,Amaretto,Heavy cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,3,14,3,2,2,2,1,3
11410,Gin Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Gin,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,,4,16,3,1,2,2,3,1
11417,Gin Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Gin,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1 ,1 ,,,,,,,,,,,5,30,5,2,2,2,2,1
12758,Gagliardo,Cocktail,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,,,,,,,,,,5 parts ,3 parts ,1 part ,1 part ,,,,,,,,,,,,4,20,4,1,3,2,1,1
11424,Godmother,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Vodka,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,2,12,2,0,1,1,1,1
11423,Godfather,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Scotch,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,2,14,2,1,2,1,1,1
12944,Gluehwein,Punch / Party Drink,Optional alcohol,Irish coffee cup,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",Red wine,Water,Sugar,Cinnamon,Cloves,Lemon peel,,,,,,,,,,1 L ,125 ml ,60 gr ,1 ,3 ,1 tblsp ,,,,,,,,,,6,52,6,1,2,2,1,1
178365,Gin Tonic,Cocktail,Alcoholic,Highball glass,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",Gin,Tonic Water,Lemon Peel,Ice,,,,,,,,,,,,4 cl,10 cl,1 Slice,cubes,,,,,,,,,,,,4,24,4,0,1,1,1,1
11420,Gin Toddy,Ordinary Drink,Alcoholic,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Gin,Water,Powdered sugar,Lemon peel,,,,,,,,,,,,2 oz ,2 tsp ,1/2 tsp ,1 twist of ,,,,,,,,,,,,4,24,4,1,2,2,1,1
11416,Gin Smash,Ordinary Drink,Alcoholic,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Gin,Carbonated water,Sugar,Mint,Orange,Cherry,,,,,,,,,,2 oz ,1 oz ,1 cube ,4 ,1 slice ,1 ,,,,,,,,,,6,28,6,2,2,2,1,1
11408,Gin Daisy,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Gin,Lemon juice,Sugar,Grenadine,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1/2 tsp ,1 ,1 ,,,,,,,,,,6,31,6,1,3,2,2,1
178366,Gin Lemon,Cocktail,Alcoholic,Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",Gin,Lemon Juice,Lemon Peel,Ice,,,,,,,,,,,,6 cl,8 cl,1 Slice,cubes,,,,,,,,,,,,4,52,4,1,2,1,1,1
11415,Gin Sling,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Gin,Lemon,Powdered sugar,Water,Orange peel,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of ,,,,,,,,,,,5,31,5,1,2,1,2,1
17252,Greyhound,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",Vodka,Grapefruit Juice,,,,,,,,,,,,,,1 1/2 oz,3 oz,,,,,,,,,,,,,,2,16,2,1,1,1,1,1
17230,Gin Rickey,Cocktail,Alcoholic,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,Gin,Grenadine,lemon,Soda Water,Lime,,,,,,,,,,,2 oz ,1 tsp ,Juice of 1/2 ,Top up with,Garnish,,,,,,,,,,,5,37,5,0,2,2,1,1
11418,Gin Squirt,Ordinary Drink,Alcoholic,Highball glass,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Gin,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tblsp ,3 chunks,2 ,,,,,,,,,,,6,33,5,2,3,3,2,1
